gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,avg_monthly_spend,n_services,tenure_bucket_1-2y,tenure_bucket_2-4y,tenure_bucket_4-6y,Churn,customerID,sentiment,sentiment_confidence,satisfaction_score,sentiment_negative,sentiment_neutral,sentiment_positive,emotion_satisfaction,emotion_calm,emotion_frustration,emotion_anger,emotion_anxiety,emotion_disappointment,topic_payment_problem,topic_refund_request,topic_subscription_cancellation,topic_security_concern,topic_login_issue,topic_bug_report,topic_performance_issue,topic_data_sync_issue,topic_feature_request,topic_account_suspension
0,0,0,0,1,1,0,18.85,18.85,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,18.85,0,False,False,False,0,8992-CEUEN,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,7,1,0,54.85,370.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,52.91428571428571,1,False,False,False,0,4320-QMLLA,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,52,1,1,64.3,3410.6,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,65.58846153846153,3,False,False,True,0,8777-PVYGU,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,45,1,1,24.65,1138.8,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,25.306666666666665,0,False,True,False,0,8292-ITGYJ,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,70,1,0,76.1,5264.25,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,75.20357142857142,4,False,False,True,0,6870-ZWMNX,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,53,1,0,18.7,1005.7,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,18.975471698113207,0,False,False,True,0,0621-CXBKL,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,62,1,1,97.95,5936.55,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,95.7508064516129,3,False,False,True,0,5268-DSMNQ,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,60,1,1,94.1,5475.9,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,91.265,3,False,False,True,0,5334-JLAXU,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,3,1,1,80.4,224.05,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,74.68333333333334,1,False,False,False,1,4086-YQSNZ,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,23,1,1,95.1,2326.05,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,101.13260869565218,3,True,False,False,0,6242-MBHPK,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,1,0,1,31.35,31.35,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,31.35,1,False,False,False,1,5868-CZJDR,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,67,1,1,72.35,4991.5,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,74.5,4,False,False,True,0,9359-UGBTK,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,12,1,1,89.75,1052.4,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,87.7,2,False,False,False,1,0135-NMXAP,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,71,1,1,82.7,5831.2,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,82.12957746478872,5,False,False,True,0,4782-OSFXZ,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,25,1,0,19.9,510.8,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,20.432,0,False,True,False,0,6479-OAUSD,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,5,1,1,53.8,283.95,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,56.79,1,False,False,False,0,7129-ACFOG,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,26,1,1,51.55,1295.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,49.823076923076925,0,False,True,False,0,4189-NAKJS,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,1,1,0,19.65,19.65,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,19.65,0,False,False,False,0,5562-BETPV,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,70,0,1,44.05,3011.65,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,43.02357142857143,3,False,False,True,0,1282-IHQAC,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,72,1,1,114.0,8093.15,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,112.4048611111111,6,False,False,True,0,9127-FHJBZ,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,60,1,1,94.4,5610.25,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,93.50416666666666,3,False,False,True,1,6270-OMFIW,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,32,1,1,100.4,3217.65,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,100.5515625,3,False,True,False,0,1641-RQDAY,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,1,1,19.85,19.85,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,19.85,0,False,False,False,1,0107-WESLM,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,14,1,1,54.25,773.2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,55.22857142857144,1,True,False,False,0,6994-ORCWG,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,13,1,1,80.0,1029.35,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,79.18076923076923,1,True,False,False,0,1346-UFHAX,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,6,1,1,109.9,669.45,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,111.575,5,False,False,False,1,3992-YWPKO,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,46,1,0,79.2,3593.8,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,78.12608695652175,4,False,True,False,0,2933-XEUJM,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,15,1,1,101.35,1553.95,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,103.59666666666666,4,True,False,False,1,0125-LZQXK,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,0,43,1,1,94.3,3953.15,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,91.93372093023255,3,False,True,False,0,5461-QKNTN,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,39,1,1,49.8,1971.15,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,50.542307692307695,1,False,True,False,0,4835-YSJMR,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,21,1,1,60.05,1236.15,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,58.86428571428572,2,True,False,False,1,8399-YNDCH,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,57,0,1,53.75,3196.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,56.07017543859649,4,False,False,True,0,3164-YAXFY,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,53,1,1,93.45,4872.2,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,91.92830188679244,3,False,False,True,0,0887-WBJVH,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,18,1,1,87.9,1500.5,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,83.36111111111111,3,True,False,False,0,4660-IRIBM,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,1,1,60.15,60.15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,60.15,1,False,False,False,1,5673-FSSMF,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,58,1,1,61.05,3478.75,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,59.97844827586207,2,False,False,True,0,7670-ZBPOQ,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,71,1,0,104.05,7413.55,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,104.4161971830986,3,False,False,True,0,8089-UZWLX,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,35,1,1,99.25,3532.0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,100.91428571428573,4,False,True,False,0,0080-OROZO,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,3,1,0,85.7,256.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,85.58333333333333,2,False,False,False,0,3916-NRPAP,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,38,1,1,104.85,3887.25,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,102.29605263157896,4,False,True,False,0,6807-SIWJI,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,35,1,1,69.15,2490.15,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,71.14714285714285,4,False,True,False,0,8221-HVAYI,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,7,1,1,90.45,593.45,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,84.77857142857144,2,False,False,False,1,1579-KLYDT,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,47,1,0,74.45,3510.3,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,74.6872340425532,4,False,True,False,0,5232-NXPAY,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,14,1,0,50.45,765.45,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,54.675,1,True,False,False,0,8967-SZQAS,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,20,1,1,60.0,1259.35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,62.9675,2,True,False,False,0,4468-KAZHE,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,66,1,0,85.25,5538.35,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,83.91439393939395,5,False,False,True,0,0455-ENTCR,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,15,1,1,19.45,340.85,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,22.723333333333336,0,True,False,False,0,8944-AILEF,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,42,1,1,20.75,844.45,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,20.10595238095238,0,False,True,False,0,5542-NKVRU,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,17,1,0,78.9,1348.95,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,79.35000000000001,1,True,False,False,0,7126-RBHSD,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,37,1,1,104.5,3778.0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,102.10810810810813,4,False,True,False,0,5370-IIVVL,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,12,1,1,49.4,611.65,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,50.97083333333333,1,False,False,False,0,6789-HJBWG,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,53,1,1,94.25,4867.95,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,91.84811320754716,3,False,False,True,1,3927-NLNRY,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,60,1,0,25.0,1505.05,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,25.084166666666665,0,False,False,True,0,9087-EYCPR,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,18,0,0,25.55,467.85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,25.991666666666667,0,True,False,False,0,6791-YBNAK,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,1,1,74.9,74.9,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.9,0,False,False,False,1,6358-LYNGM,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,3,1,1,70.15,194.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,64.73333333333333,0,False,False,False,0,6077-BDPXA,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,9,1,1,69.4,571.45,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,63.49444444444445,3,False,False,False,0,0013-MHZWF,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,80.25,80.25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,80.25,1,False,False,False,1,5494-HECPR,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,56,1,1,93.15,5253.95,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,93.82053571428573,3,False,False,True,0,8268-YDIXR,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,17,1,1,69.0,1149.65,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,67.62647058823529,0,True,False,False,1,9824-BEMCV,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,11,1,1,66.35,740.8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,67.34545454545454,2,False,False,False,1,1373-ORVIZ,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,7,1,1,69.55,521.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.47857142857143,0,False,False,False,0,4291-SHSBH,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,69,1,0,20.2,1412.65,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,20.473188405797103,0,False,False,True,0,6980-IMXXE,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,19,1,1,86.0,1532.45,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,80.65526315789474,1,True,False,False,1,9866-QEVEE,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,3,1,1,80.3,250.05,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,83.35000000000001,1,False,False,False,1,9897-KXHCM,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,54,1,0,20.4,1090.6,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,20.196296296296296,0,False,False,True,0,0040-HALCW,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,62,1,1,23.75,1446.8,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,23.335483870967742,0,False,False,True,0,0784-GTUUK,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,24,1,1,90.55,2282.55,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,95.10625,2,True,False,False,1,7979-CORPM,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,62,1,1,70.45,4300.45,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,69.36209677419355,2,False,False,True,0,2294-DMMUS,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,17,1,0,65.75,1111.2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,65.36470588235295,2,True,False,False,0,0872-JCPIB,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,9,0,1,24.6,190.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,21.12222222222222,0,False,False,False,0,3055-MJDSB,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,64,1,0,69.25,4447.75,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,69.49609375,4,False,False,True,0,9091-WTUUY,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,2,1,1,75.9,143.35,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,71.675,0,False,False,False,1,1618-CFHME,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,1,1,1,45.85,45.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.85,0,False,False,False,1,3165-HDOEW,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,16,0,1,49.95,810.2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,50.6375,3,True,False,False,1,6581-NQCBA,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,72,1,0,24.65,1830.05,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,25.41736111111111,0,False,False,True,0,7115-IRDHS,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,30,1,0,90.4,2820.65,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,94.02166666666668,3,False,True,False,0,8496-DMZUK,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,49,1,1,100.85,4847.35,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,98.92551020408165,3,False,False,True,0,2040-VZIKE,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,1,0,61,1,0,75.35,4729.3,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,77.52950819672131,4,False,False,True,0,9068-VPWQQ,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,47,1,0,87.2,4017.45,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,85.47765957446808,2,False,True,False,0,0178-SZBHO,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,20,1,0,64.4,1398.6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,69.92999999999999,3,True,False,False,0,0384-RVBPI,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,34,1,0,78.3,2564.3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,75.42058823529412,1,False,True,False,1,1689-MRZQR,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,70,1,0,24.7,1685.9,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,24.08428571428572,0,False,False,True,0,1299-AURJA,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,1,54,1,1,105.85,5826.65,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,107.90092592592592,5,False,False,True,0,4525-VZCZG,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,61,1,1,98.3,6066.55,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,99.4516393442623,4,False,False,True,0,1543-LLLFT,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,3,1,1,76.95,228.4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,76.13333333333334,0,False,False,False,1,5835-BEQEU,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,13,1,0,19.45,270.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,20.784615384615385,0,True,False,False,0,2788-CJQAQ,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,16,1,1,96.15,1529.2,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,95.575,2,True,False,False,1,5565-FILXA,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,3,1,1,58.7,168.6,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,56.2,2,False,False,False,0,0319-QZTCO,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,25,1,1,20.15,536.35,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,21.454,0,False,True,False,0,2120-SMPEX,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,30,1,1,64.5,1888.45,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,62.94833333333334,2,False,True,False,0,0096-FCPUF,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,21,0,0,28.5,629.35,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,29.969047619047625,1,True,False,False,0,0668-OGMHD,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
