gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,avg_monthly_spend,n_services,tenure_bucket_1-2y,tenure_bucket_2-4y,tenure_bucket_4-6y,Churn,customerID
0,0,0,0,2,1,1,87.15,183.75,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,91.875,2,False,False,False,1,5318-IXUZF
1,0,1,0,67,1,0,24.85,1583.5,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,23.634328358208954,0,False,False,True,0,3768-VHXQO
0,0,1,0,41,1,1,104.45,4162.05,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,101.51341463414634,5,False,True,False,0,8952-WCVCD
0,0,1,1,56,1,1,19.8,1119.9,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,19.998214285714287,0,False,False,True,0,2418-TPEUN
0,0,0,0,72,1,1,116.45,8013.55,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,111.29930555555556,6,False,False,True,0,3963-RYFNS
0,0,1,1,3,1,1,84.75,264.85,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,88.28333333333335,1,False,False,False,1,3198-VELRD
0,0,1,0,54,1,0,20.05,1102.4,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,20.414814814814818,0,False,False,True,0,8540-ZQGEA
1,1,0,0,52,1,1,110.75,5832.0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,112.15384615384616,5,False,False,True,0,1320-REHCS
0,0,0,0,50,1,1,89.7,4304.5,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,86.09,3,False,False,True,0,4137-JOPHL
1,0,0,0,14,1,1,89.95,1178.4,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,84.17142857142858,2,True,False,False,1,9436-ZBZCT
1,0,1,0,27,1,0,48.7,1421.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,52.657407407407405,1,False,True,False,0,7801-CEDNV
0,1,1,0,72,1,1,96.6,6827.5,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,94.82638888888889,4,False,False,True,0,2057-BOYKM
1,0,0,0,62,1,1,74.3,4698.05,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,75.775,4,False,False,True,0,3658-QQJYD
0,0,0,0,12,1,1,54.3,654.5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,54.541666666666664,2,False,False,False,0,1803-BGNBD
0,1,0,0,44,1,0,74.85,3268.05,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,74.27386363636364,4,False,True,False,0,0134-XWXCE
1,0,1,1,54,1,1,79.95,4362.05,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,80.77870370370371,2,False,False,True,0,6950-TWMYB
0,0,0,0,68,1,0,20.05,1386.9,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,20.39558823529412,0,False,False,True,0,5848-FHRFC
1,0,0,0,20,1,0,19.4,415.4,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,20.77,0,True,False,False,0,2243-FNMMI
1,0,1,1,50,1,0,54.9,2614.1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,52.282,1,False,False,True,0,2511-MORQY
1,0,0,0,58,1,1,24.45,1513.6,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,26.096551724137928,0,False,False,True,0,5356-KZCKT
1,0,1,1,35,1,1,89.65,3161.6,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,90.33142857142857,2,False,True,False,0,9470-XCCEM
0,0,0,0,2,1,1,45.4,80.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40.475,0,False,False,False,0,6519-CFDBX
1,0,1,1,63,1,0,75.7,4676.7,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,74.23333333333333,4,False,False,True,0,3902-MIVLE
0,0,1,0,58,1,1,110.65,6526.65,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,112.52844827586206,5,False,False,True,0,0409-WTMPL
0,0,1,1,27,1,1,20.55,583.3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,21.6037037037037,0,False,True,False,0,8763-KIAFH
0,0,1,0,71,1,1,115.15,8078.1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,113.77605633802817,6,False,False,True,0,3669-WHAFY
0,0,0,0,63,1,0,58.55,3503.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,55.611111111111114,2,False,False,True,0,3055-VTCGS
1,0,1,0,71,1,1,93.25,6669.45,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,93.93591549295775,3,False,False,True,0,3144-KMTWZ
0,1,0,0,41,1,1,113.2,4689.5,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,114.3780487804878,5,False,True,False,1,7279-BUYWN
1,1,0,0,13,1,1,90.5,1201.15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,92.39615384615385,2,True,False,False,1,7156-MHUGY
1,0,0,0,2,1,0,79.0,143.65,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,71.825,1,False,False,False,1,7198-GLXTC
0,0,1,1,68,1,1,19.35,1292.65,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.009558823529414,0,False,False,True,0,2007-QVGAW
1,0,1,1,1,1,1,48.75,48.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48.75,1,False,False,False,0,5207-PLSTK
1,1,0,0,65,1,1,109.05,7108.2,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,109.35692307692307,5,False,False,True,0,2307-FYNNL
1,1,1,0,72,1,1,25.0,1802.55,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,25.035416666666666,0,False,False,True,0,5605-XNWEN
0,0,0,0,28,1,1,54.9,1505.15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,53.75535714285714,1,False,True,False,0,2155-AMQRX
1,0,1,1,72,1,0,24.75,1859.1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,25.820833333333333,0,False,False,True,0,6181-AXXYF
0,0,0,0,2,1,1,91.15,168.5,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,84.25,3,False,False,False,0,5091-HFAZW
0,0,0,1,18,1,0,20.15,390.85,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,21.71388888888889,0,True,False,False,1,0516-VRYBW
1,1,1,0,60,1,1,104.35,6339.45,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,105.6575,4,False,False,True,0,2519-LBNQL
0,1,0,0,26,1,1,66.05,1652.4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,63.55384615384616,2,False,True,False,0,8623-ULFNQ
1,0,0,1,1,1,1,71.65,71.65,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,71.65,0,False,False,False,1,8380-PEFPE
0,0,0,0,4,1,0,20.35,77.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.375,0,False,False,False,1,5687-DKDTV
1,0,1,1,68,1,1,92.2,6392.85,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,94.0125,6,False,False,True,0,1568-LJSZU
0,0,0,0,38,1,1,84.25,3264.5,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,85.90789473684211,3,False,True,False,1,7530-HDYDS
0,1,1,0,42,1,1,105.2,4599.15,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,109.50357142857142,4,False,True,False,0,7789-HKSBS
0,0,1,0,57,1,1,19.6,1134.25,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.899122807017545,0,False,False,True,0,7416-CKTEP
1,0,1,0,54,0,0,30.4,1621.35,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30.025,1,False,False,True,0,2586-CWXVV
0,0,0,0,12,1,0,78.1,947.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,78.94166666666666,1,False,False,False,1,3096-IZETN
0,0,1,0,44,1,1,61.5,2722.2,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,61.86818181818182,3,False,True,False,0,2348-KCJLT
1,0,1,1,42,1,1,69.4,3058.3,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,72.81666666666668,3,False,True,False,0,8401-EMUWF
1,0,1,1,72,1,0,24.75,1769.6,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,24.577777777777776,0,False,False,True,0,4193-IBKSW
0,0,1,1,71,1,0,91.05,6293.75,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,88.6443661971831,6,False,False,True,0,5377-NDTOU
0,0,1,0,19,1,0,89.65,1761.05,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,92.68684210526315,2,True,False,False,1,5922-ABDVO
0,0,1,0,23,1,1,73.65,1642.75,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,71.42391304347827,3,True,False,False,0,2474-LCNUE
0,0,0,0,30,1,0,19.4,578.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,19.283333333333335,0,False,True,False,0,0839-QNXME
1,0,0,0,35,1,0,26.2,954.9,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,27.282857142857143,0,False,True,False,0,3506-OVLKD
0,0,0,0,10,1,1,98.7,973.25,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,97.325,3,False,False,False,1,9172-ANCRX
1,0,0,0,1,1,1,43.85,43.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.85,0,False,False,False,0,6650-VJONK
1,0,0,0,22,1,1,69.7,1490.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,67.74545454545455,0,True,False,False,0,2178-PMGCJ
1,0,1,1,7,0,0,38.55,280.0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,40.0,3,False,False,False,0,7492-TAFJD
0,0,0,0,36,0,1,53.1,1901.25,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,52.8125,5,False,True,False,0,2773-MADBQ
0,0,1,1,34,1,0,20.65,716.4,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,21.070588235294117,0,False,True,False,0,6016-LVTJQ
1,0,1,1,72,1,0,64.45,4720.0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,65.55555555555556,3,False,False,True,0,7860-KSUGX
1,0,1,1,36,1,0,25.1,930.95,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,25.859722222222224,0,False,True,False,0,8966-KZXXA
0,0,0,0,1,1,0,76.35,76.35,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,76.35,1,False,False,False,1,6910-HADCM
0,0,0,0,23,1,1,79.15,1676.95,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,72.9108695652174,1,True,False,False,1,4816-LXZYW
1,1,1,0,32,1,1,85.0,2642.05,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,82.5640625,1,False,True,False,1,9606-PBKBQ
0,0,1,1,71,1,1,95.15,6770.85,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,95.36408450704226,4,False,False,True,0,5149-QYTTU
0,1,0,0,23,1,1,79.35,1835.3,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,79.79565217391304,1,True,False,False,0,2070-XYMFH
1,0,1,0,17,1,1,96.65,1588.25,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,93.42647058823529,3,True,False,False,0,2085-BOJKI
1,0,0,0,1,1,1,75.5,75.5,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,75.5,4,False,False,False,0,0817-HSUSE
1,0,1,1,12,1,0,19.7,258.35,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,21.52916666666667,0,False,False,False,0,5442-PPTJY
0,0,1,0,72,1,0,20.5,1502.25,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,20.864583333333332,0,False,False,True,0,1927-QEWMY
1,0,0,0,1,1,0,19.2,19.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.2,0,False,False,False,0,1663-MHLHE
1,1,1,0,72,1,0,98.35,6929.4,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,96.24166666666666,3,False,False,True,0,5663-QBGIS
1,0,1,1,60,1,0,74.35,4453.3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74.22166666666666,0,False,False,True,0,4450-MDZFX
0,0,1,1,61,0,0,51.35,3244.4,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,53.18688524590164,4,False,False,True,0,6701-DHKWQ
0,0,1,0,6,1,0,45.65,323.45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,53.90833333333333,0,False,False,False,0,7554-AKDQF
1,1,1,0,32,1,0,85.3,2661.1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,83.159375,1,False,True,False,1,3536-IQCTX
0,0,0,1,31,1,1,86.55,2697.4,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,87.01290322580645,1,False,True,False,1,4911-BANWH
1,0,0,0,19,1,1,73.85,1424.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,74.97368421052632,1,True,False,False,1,8496-EJAUI
1,0,1,1,72,1,0,20.3,1401.15,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.460416666666667,0,False,False,True,0,0794-YVSGE
0,0,0,0,32,1,1,54.2,1739.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,54.3625,1,False,True,False,0,5423-BHIXO
1,0,1,0,65,1,1,90.65,5931.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,91.24615384615385,2,False,False,True,0,6908-VVYHM
0,0,1,1,45,0,1,50.9,2333.85,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,51.86333333333333,3,False,True,False,0,2959-EEXWB
1,0,0,0,42,1,0,25.05,949.85,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,22.61547619047619,0,False,True,False,0,1839-UMACK
1,0,0,0,8,1,1,74.85,572.45,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,71.55625,0,False,False,False,0,3030-YDNRM
1,0,0,1,32,1,0,20.5,696.8,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,21.775,0,False,True,False,0,7321-KKSDU
0,1,1,0,22,1,1,63.55,1381.8,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,62.809090909090905,3,True,False,False,0,3402-XRIUO
1,1,1,0,57,0,1,44.85,2572.95,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,45.13947368421052,2,False,False,True,1,3132-TVFDZ
1,0,0,0,1,1,0,47.95,47.95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,47.95,1,False,False,False,0,8286-AFUYI
1,1,0,0,1,1,0,45.1,45.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.1,0,False,False,False,1,8080-DDEMJ
0,0,1,0,1,1,1,45.0,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.0,0,False,False,False,0,8356-WUAOJ
1,0,0,0,24,1,1,96.0,2122.45,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,88.43541666666665,3,True,False,False,1,6365-MTGZX
1,0,0,0,1,1,0,20.05,20.05,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,20.05,0,False,False,False,1,1349-WXNGG
1,1,0,0,54,1,1,90.05,4931.8,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,91.32962962962964,2,False,False,True,0,8058-DMYRU
0,0,0,0,4,1,1,25.3,116.95,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,29.2375,0,False,False,False,0,9350-ZXYJC
1,0,1,1,65,1,0,108.65,6937.95,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,106.7376923076923,5,False,False,True,1,6990-YNRIO
0,0,1,0,56,1,0,24.3,1261.7,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,22.530357142857145,0,False,False,True,0,8958-JPTRR
1,0,0,0,45,1,1,75.95,3273.8,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,72.75111111111111,4,False,True,False,0,6959-GQEGV
0,0,1,1,71,1,0,19.7,1415.85,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,19.941549295774646,0,False,False,True,0,3173-WSSUE
1,0,1,0,59,1,0,66.4,3958.2,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,67.08813559322033,4,False,False,True,0,1265-HVPZB
1,0,0,0,69,0,1,35.75,2492.25,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,36.119565217391305,2,False,False,True,0,4115-UMJFQ
1,0,0,0,19,1,0,18.8,279.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,14.694736842105263,0,True,False,False,0,7369-TRPFD
0,0,1,1,55,1,0,19.4,1083.0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,19.69090909090909,0,False,False,True,0,1098-KFQEC
0,0,0,0,38,1,0,19.3,755.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,19.88157894736842,0,False,True,False,0,7190-XHTWJ
1,0,0,0,10,1,1,45.55,402.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40.260000000000005,0,False,False,False,1,0621-TWIEM
0,1,1,0,47,1,1,67.45,3252.0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,69.19148936170212,3,False,True,False,0,3537-RYBHH
0,0,1,0,2,0,1,35.1,68.75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,34.375,1,False,False,False,1,2485-ITVKB
1,0,0,0,1,1,0,46.2,46.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,46.2,0,False,False,False,1,3669-OYSJI
0,0,0,0,1,1,0,45.15,45.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.15,0,False,False,False,1,1612-EOHDH
1,1,0,0,1,0,1,43.3,43.3,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,43.3,3,False,False,False,1,6702-OHFWR
1,0,1,1,46,1,1,20.1,936.85,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,20.366304347826087,0,False,True,False,0,5296-BFCYD
0,1,0,0,38,1,1,57.15,2250.65,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,59.227631578947374,2,False,True,False,1,4510-PYUSH
0,0,1,0,65,1,0,58.9,3857.1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,59.339999999999996,3,False,False,True,0,9359-JANWS
0,0,1,0,19,1,1,73.2,1441.1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,75.84736842105262,1,True,False,False,1,7517-SAWMO
1,0,0,0,52,1,1,85.35,4338.6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,83.4346153846154,2,False,False,True,1,4143-HHPMK
1,0,1,1,71,1,0,19.45,1378.45,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,19.414788732394367,0,False,False,True,0,3279-DYZQM
0,0,0,0,1,1,0,45.95,45.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.95,0,False,False,False,1,7054-LGEQW
0,1,0,0,52,0,1,50.5,2566.3,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,49.35192307692308,4,False,False,True,0,0523-VNGTF
1,0,1,0,6,1,0,25.1,171.0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,28.5,0,False,False,False,0,9575-IWCAZ
0,1,1,0,26,1,0,60.7,1597.4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,61.43846153846154,2,False,True,False,0,7105-MXJLL
1,1,0,0,48,1,1,99.0,4744.35,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,98.840625,3,False,True,False,0,7064-FRRSW
0,0,1,1,64,1,1,104.4,6721.6,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,105.025,4,False,False,True,0,7940-UQQUG
0,0,0,0,3,1,0,83.75,247.25,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,82.41666666666667,2,False,False,False,1,0923-PNFUB
1,0,0,0,1,1,1,44.05,44.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44.05,0,False,False,False,0,3961-SXAXY
1,0,1,1,72,1,0,24.1,1734.65,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,24.092361111111114,0,False,False,True,0,7010-BRBUU
1,0,0,0,1,1,1,45.55,45.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.55,0,False,False,False,0,3566-HJGPK
0,0,1,1,51,1,1,93.8,4539.35,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,89.00686274509805,3,False,False,True,0,3062-ICYZQ
0,0,1,1,41,1,0,19.7,804.25,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.615853658536587,0,False,True,False,0,9938-PRCVK
0,0,1,1,72,1,1,70.65,5011.15,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,69.59930555555555,4,False,False,True,0,0973-KYVNF
0,0,1,0,43,1,0,86.45,3574.5,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,83.12790697674419,5,False,True,False,0,5129-HHMZC
1,0,1,0,72,1,1,114.1,8086.4,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,112.3111111111111,6,False,False,True,0,9637-CDTKZ
1,0,1,0,47,1,1,95.2,4563.0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,97.08510638297872,2,False,True,False,0,3946-JEWRQ
1,0,0,0,72,1,0,88.55,6362.35,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,88.36597222222223,6,False,False,True,0,7873-CVMAW
1,0,0,0,3,1,1,20.75,67.1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,22.366666666666664,0,False,False,False,0,0463-WZZKO
1,0,0,0,1,1,1,70.05,70.05,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,70.05,0,False,False,False,1,3494-JCHRQ
1,0,0,0,2,1,1,86.0,165.45,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,82.725,1,False,False,False,1,6474-FVJLC
1,0,0,0,26,0,1,44.65,1156.55,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,44.482692307692304,3,False,True,False,0,4524-QCSSM
1,0,1,1,29,1,1,60.2,1834.15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,63.24655172413794,2,False,True,False,0,5832-EXGTT
0,1,1,0,35,1,1,100.5,3653.35,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,104.38142857142857,4,False,True,False,1,8840-DQLGN
1,0,0,0,27,1,0,55.45,1477.65,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,54.72777777777778,2,False,True,False,0,2039-JONDJ
1,0,1,1,24,1,1,70.3,1706.45,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,71.10208333333334,4,True,False,False,0,7217-JYHOQ
1,0,1,1,67,1,1,60.4,3953.7,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,59.01044776119403,3,False,False,True,0,6695-FRVEC
0,0,0,0,16,1,0,72.65,1194.3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.64375,0,True,False,False,1,4547-LYTDD
0,0,0,0,23,1,0,55.8,1327.85,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,57.73260869565217,2,True,False,False,0,9894-QMIMJ
1,0,0,0,14,0,1,31.1,419.7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,29.978571428571428,1,True,False,False,0,8069-YQQAJ
0,0,1,1,1,1,1,21.0,21.0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,21.0,0,False,False,False,1,6770-XUAGN
0,1,0,0,1,1,0,45.1,45.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.1,0,False,False,False,1,4193-ORFCL
